,Unnamed: 0,sha,drug,section,doi,title,year,sentence,posssible_hedge,corona_paper,corona_block,Is_Negated,Is_Negated_Orig,Unnamed: 13,annotation_expert_1,Treatment
555,617,07899a6af647ba443bf04599aa35d111d0d08cb3,teriflunomide,abstract,10.3390/brainsci7070078,Multiple Sclerosis: Immunopathology and Treatment Update,2017.0,"We present current disease-modifying therapies (interferons, glatiramer acetate, dimethyl fumarate, teriflunomide, fingolimod, mitoxantrone), humanized monoclonal antibodies (natalizumab, ofatumumab, ocrelizumab, alemtuzumab, daclizumab) and emerging immune modulating approaches (stem cells, DNA vaccines, nanoparticles, altered peptide ligands) for the treatment of MS.",,False,False,0,0,0,0.0,treatment
587,650,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,acetate,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
588,651,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,acetate,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
589,652,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,acetate,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
590,653,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,glatiramer,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
591,654,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,glatiramer,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
592,655,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,glatiramer,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
593,656,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,mitoxantrone,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
594,657,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,mitoxantrone,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
595,658,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,mitoxantrone,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
596,659,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,natalizumab,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
597,660,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,natalizumab,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
598,661,07f3699e2eb7d0bfaad3848b07eb064f128df9dd,natalizumab,body,10.1016/j.pneurobio.2012.11.003,Viral models of multiple sclerosis: Neurodegeneration and demyelination in mice infected with Theiler's virus,2013.0,"Successful therapies developed in the EAE model include glatiramer acetate (first line therapy), mitoxantrone and natalizumab (second line therapies: Kieseier and Hartung, 2003; Steinman and Zamvil, 2005) ",may,True,False,0,0,0,0.0,therapies
747,833,0b5fc9e7961738f048d064340557f653be8c7a86,acetaminophen,body,10.1016/b978-1-4160-2591-7.10126-2,Chapter 126 Hepatitis and Cholangiohepatitis,2009.0,S-Adenosylmethionine (SAMe) (20 mg/kg PO q24h) has been effective in treating acetaminophen toxicity,may,True,True,0,0,0,0.0,treating
817,908,0c5c7c0eda4954c87bac8bc496087b963d006796,acetate,body,10.1016/j.febslet.2014.09.024,Gut microbiome and the risk factors in central nervous system autoimmunity,2014.0,Peripheral blood mononuclear cells of patients with MS exacerbation have enhanced levels of Th17 cells (CCR6 + CD161 + ) when compared to patients treated with interferon (IFN)-b and glatiramer acetate [96] ,,True,True,0,0,0,0.0,treated
818,909,0c5c7c0eda4954c87bac8bc496087b963d006796,alemtuzumab,body,10.1016/j.febslet.2014.09.024,Gut microbiome and the risk factors in central nervous system autoimmunity,2014.0,"Approved MS therapeutics such as IFN-b and glatiramer acetate, and currently evaluated alemtuzumab potentiate the anti-inflammatory function of Treg cells in EAE and MS [98, 99] .",may,True,True,0,0,0,0.0,therapeutics
819,910,0c5c7c0eda4954c87bac8bc496087b963d006796,glatiramer,body,10.1016/j.febslet.2014.09.024,Gut microbiome and the risk factors in central nervous system autoimmunity,2014.0,Peripheral blood mononuclear cells of patients with MS exacerbation have enhanced levels of Th17 cells (CCR6 + CD161 + ) when compared to patients treated with interferon (IFN)-b and glatiramer acetate [96] ,,True,True,0,0,0,0.0,treated
947,1049,0e36dfaecf1ec02ad78ffe88d0fae80be2f0e17d,acetaminophen,body,10.1016/j.bjp.2018.07.009,"Toona sinensis: a comprehensive review on its traditional usages, phytochemisty, pharmacology and toxicology",2019.0,"sinensis attenuated acetaminophen-induced acute liver toxicity in HepG2 Cells and mice, and the related mechanisms is correlated to activating defensive genes and inhibiting pro-inflammatory mediators via suppressing JNK and p38 pathway.",could,True,False,0,0,0,1.0,suppress
987,1090,0ee107110147ceaedd656ae49069fbe7460d46a3,acetaminophen,body,10.1542/peds.2013-1501,Apnea in Children Hospitalized With Bronchiolitis,2013.0,"17 Exposure to various therapeutic agents (antibiotics, acetaminophen, and bronchodilators) during the week before admission appeared to have a ""protective"" association against apnea in unadjusted analyses",may,True,False,0,0,0,0.0,therapeutic
988,1091,0ee107110147ceaedd656ae49069fbe7460d46a3,acetaminophen,body,10.1542/peds.2013-1501,Apnea in Children Hospitalized With Bronchiolitis,2013.0,"Infants with apnea were significantly less likely to have been exposed to several therapeutic agents (antibiotics, acetaminophen, and bronchodilators) during the week before admission and were less likely to have attended day care (Table 1) ",,True,False,0,0,0,0.0,therapeutic
1005,1108,0f4ba828d02ce360d619447eca378043b3da2387,ceftiofur,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"Ceftiofur is also a good choice, and potentiated sulfonamides can be used for long-term therapy",,True,True,0,0,0,0.0,therapy
1006,1109,0f4ba828d02ce360d619447eca378043b3da2387,metronidazole,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"Foals with Tyzzer's disease may be treated with any of a number of antimicrobials as the agent appears very susceptible to penicillin, gentamicin, tetracycline, and metronidazole.",,True,True,0,0,0,0.0,treated
1007,1110,0f4ba828d02ce360d619447eca378043b3da2387,tetracycline,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"Foals with Tyzzer's disease may be treated with any of a number of antimicrobials as the agent appears very susceptible to penicillin, gentamicin, tetracycline, and metronidazole.",,True,True,0,0,0,0.0,treated
1008,1111,0f4ba828d02ce360d619447eca378043b3da2387,metronidazole,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"Neomycin (4 to 8 mg/kg PO, once) or metronidazole (low doses because of reduced hepatic metabolism (10 mg/kg PO q 12 h) may be administered to reduce enteric bacterial production of ammonia",,True,True,0,0,0,0.0,administered
1009,1112,0f4ba828d02ce360d619447eca378043b3da2387,neomycin,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"Neomycin (4 to 8 mg/kg PO, once) or metronidazole (low doses because of reduced hepatic metabolism (10 mg/kg PO q 12 h) may be administered to reduce enteric bacterial production of ammonia",,True,True,0,0,0,0.0,administered
1010,1113,0f4ba828d02ce360d619447eca378043b3da2387,cimetidine,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"For treating ulcers, famotidine or ranitidine should be utilized, because unlike cimetidine, they are excreted primarily in the kidneys and do not inhibit hepatic metabolism of other drugs.",,True,True,1,1,0,1.0,treat
1011,1114,0f4ba828d02ce360d619447eca378043b3da2387,famotidine,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"For treating ulcers, famotidine or ranitidine should be utilized, because unlike cimetidine, they are excreted primarily in the kidneys and do not inhibit hepatic metabolism of other drugs.",,True,True,1,1,0,0.0,treating
1012,1115,0f4ba828d02ce360d619447eca378043b3da2387,ranitidine,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"For treating ulcers, famotidine or ranitidine should be utilized, because unlike cimetidine, they are excreted primarily in the kidneys and do not inhibit hepatic metabolism of other drugs.",,True,True,1,1,0,0.0,treating
1013,1116,0f4ba828d02ce360d619447eca378043b3da2387,lactulose,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"Supportive care, lactulose, and a low-protein diet resulted in temporary clinical improvement in one of two foals that was treated, however the foal relapsed and was euthanized",,True,True,0,0,0,0.0,improvement
1014,1117,0f4ba828d02ce360d619447eca378043b3da2387,ivermectin,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"36, 37 Ivermectin is effective in treating Strongyloides westeri infestations",may,True,True,0,0,0,0.0,treating
1015,1118,0f4ba828d02ce360d619447eca378043b3da2387,metronidazole,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"Metronidazole, administered orally or intravenously (10 to 15 mg/kg, q 8 to 12 h), is indicated in clostridiosis cases",may,True,True,0,0,0,0.0,administer
1016,1119,0f4ba828d02ce360d619447eca378043b3da2387,dobutamine,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"If systemic blood pressure does not normalize in the face of a maximum or high CVP (>10 cm H 2 O), dobutamine should be administered as a Î²-agonist inotrope (2 to 20 Î¼g/kg/ minute)",,True,True,1,1,0,0.0,administered
1017,1120,0f4ba828d02ce360d619447eca378043b3da2387,amikacin,body,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"31 tiofur (10 mg/kg, IV, q 12 h) and amikacin (21 mg/kg, IV,  q 24 h) were administered to provide broad-spectrum antimicrobial coverage with potent Gram-negative efficacy",may,True,True,0,0,0,0.0,administered
1018,1121,0f4ba828d02ce360d619447eca378043b3da2387,flunixin,abstract,10.1016/b978-1-4160-2353-1.50016-8,11 Gastrointestinal Disease,2006.0,"In addition, 50 mg of flunixin meglumine was given intravenously and a DSS and water enema was administered",,True,True,0,0,0,0.0,administered
